#ENGLISH;HANHUA;x
b_luocheng45227;罗城;x
b_huanjiang45228;环江;x
c_baise4523;百色;x
b_baise45231;百色;x
b_youjiang45232;右江;x
b_tianyang45233;田阳;x
b_jingxi45234;靖西;x
b_napo45235;那坡;x
b_lingyun45236;凌云;x
b_leye45237;乐业;x
b_longlin45238;隆林;x
c_nanning4524;南宁;x
b_nanning45241;南宁;x
b_yongning45242;邕宁;x
b_wuming45243;武鸣;x
b_mashan45244;马山;x
b_shanglin45245;上林;x
b_binyang45246;宾阳;x
b_hengxian45247;横县;x
b_qingxiu45248;青秀;x
d_guidong453;桂东;x
c_yulin4531;玉林;x
b_yulin45311;玉林;x
b_yuzhou45312;玉州;x
b_fumian45313;福绵;x
b_rongxian45314;容县;x
b_luchuan45315;陆川;x
b_bobai45316;博白;x
b_xingye45317;兴业;x
b_beiliu45318;北流;x
c_guigang4532;贵港;x
b_guigang45321;贵港;x
b_gangbei45322;港北;x
b_gangnan45323;港南;x
b_tantang45324;覃塘;x
b_pingnan45325;平南;x
b_guiping45326;桂平;x
b_luoxiu45327;罗秀;x
b_siwang45328;思旺;x
c_wuzhou4533;梧州;x
b_wuzhou45331;梧州;x
b_wanxiu45332;万秀;x
b_cangwu45333;苍梧;x
b_mengshan45334;蒙山;x
b_tengxian45335;藤县;x
b_cenxi45336;岑溪;x
b_longwei45337;龙圩;x
b_changzhou45338;长洲;x
c_hezhou4534;贺州;x
b_hezhou45341;贺州;x
b_babu45342;八步;x
b_pinggui45343;平桂;x
b_zhaoping45344;昭平;x
b_zhongshan45345;钟山;x
b_fuchuan45346;富川;x
b_wenzhu45347;文竹;x
b_fengxiang45348;凤翔;x
d_guibei454;桂北;x
c_laibin4541;来宾;x
b_laibin45411;来宾;x
b_xingbin45412;兴宾;x
b_xincheng45413;忻城;x
b_xiangzhou45414;象州;x
b_wuxuan45415;武宣;x
b_jinxiu45416;金秀;x
b_heshan45417;合山;x
b_lingnan45418;岭南;x
c_guilin4542;桂林;x
b_guilin45421;桂林;x
b_xingan45422;兴安;x
b_yangshuo45423;阳朔;x
b_yongfu45424;永福;x
b_gongcheng45425;恭城;x
b_longsheng45426;龙胜;x
b_quanzhou45427;全州;x
b_ziyuan45428;资源;x
c_liuzhou4543;柳州;x
b_liuzhou45431;柳州;x
b_luzhai45432;鹿寨;x
b_rongan45433;融安;x
b_sanjiang45434;三江;x
b_rongshui45435;融水;x
b_liucheng45436;柳城;x
b_liujiang45437;柳江;x
b_yufeng45438;鱼峰;x
k_hainan46; 琼 ;x
d_hainan461;海南;x
c_qiongzhou4611;琼州;x
b_haikou46111;海口;x
b_wenchang46112;文昌;x
b_chengmai46113;澄迈;x
b_qiongshan46114;琼山;x
b_longhua46115;龙华;x
b_xiuying46116;秀英;x
b_meilan46117;美兰;x
b_jinshan46118;锦山;x
c_changjiang4612;昌江;x
b_changjiang46121;昌江;x
b_baisha46122;白沙;x
b_lingao46123;临高;x
b_danzhou46124;儋州;x
b_dongfang46125;东方;x
b_xinlong46126;新龙;x
b_tianan46127;天安;x
b_zhonghe46128;中和;x
c_sanya4613;三亚;x
b_sanya46131;三亚;x
b_ledong46132;乐东;x
b_baoting46133;保亭;x
b_lingshui46134;陵水;x
b_tianya46135;天涯;x
b_haitangwan46136;海棠湾;x
b_fenghuang46137;凤凰;x
b_yacheng46138;崖城;x
c_wanning4614;万宁;x
b_wanning46141;万宁;x
b_dingan46142;定安;x
b_qionghai46143;琼海;x
b_longgun46144;龙滚;x
b_liji46145;礼纪;x
b_changfeng46146;长丰;x
b_shangen46127;山根;x
b_damao46128;大茂;x
c_qiongzhong4615;琼中;x
b_qiongzhong46151;琼中;x
b_wuzhishan46152;五指山;x
b_tunchang46153;屯昌;x
b_limushan46154;黎母山;x
b_shangan46155;上安;x
b_nansheng46156;南圣;x
b_maoyang46157;毛阳;x
b_shuiman46158;水满;x
k_chongqing50; 巴 ;x
d_chongqing501;重庆;x
c_fengjie5011;奉节;x
b_fengjie50111;奉节;x
b_wushan50112;巫山;x
b_wuxi50113;巫溪;x
b_chengkou50114;城口;x
b_kaixian50115;开县;x
b_yunyang50116;云阳;x
b_wanzhou50117;万州;x
b_longju50118;龙驹;x
c_fuling5012;涪陵;x
b_daxing50121;涪陵;x
b_fangshan50122;长寿;x
b_zhoukoudian50123;丰都;x
b_daxinzhuang50124;石柱;x
b_hebei50125;忠县;x
b_qingyundian50126;垫江;x
b_dongyusi50127;梁平;x
b_shijiaying50128;武隆;x
c_qianjiang5013;黔江;x
b_qianjiang50131;黔江;x
b_pengshui50132;彭水;x
b_xiushan50133;秀山;x
b_youyang50134;酉阳;x
b_lujiao50135;鹿角;x
b_lianghe50136;两河;x
b_cangling50137;苍岭;x
b_meijiang50138;梅江;x
c_chongqing5014;重庆;x
b_chongqing50141;重庆;x
b_wansheng50142;万盛;x
b_yubei50143;渝北;x
b_banan50144;巴南;x
b_nanchuan50145;南川;x
b_beibei50146;北碚;x
b_qijiang50127;綦江;x
b_dadukou50128;大渡口;x
c_dazu5015;大足;x
b_dazu50151;大足;x
b_rongchang50152;荣昌;x
b_yongchuan50153;永川;x
b_jiangjin50154;江津;x
b_tongliang50155;铜梁;x
b_hechuan50156;合川;x
b_bishan50157;壁山;x
b_tongnan50158;潼南;x
k_sichuan51; 蜀 ;x
d_dazhou511;达州;x
c_dazhou5111;达州;x
b_dazhou51111;达州;x
b_tongchuan51112;通川;x
b_dachuan51113;达川;x
b_xuanhan51114;宣汉;x
b_kaijiang51115;开江;x
b_dazhu51116;大竹;x
b_quxian51117;渠县;x
b_wanyuan51118;万源;x
c_bazhong5112;巴中;x
b_bazhong51121;巴中;x
b_bazhou51122;巴州;x
b_enyang51123;恩阳;x
b_tongjiang51124;通江;x
b_nanjiang51125;南江;x
b_pingchang51126;平昌;x
b_nuojiang51127;诺江;x
b_jiangkou51128;江口;x
c_guangyuan5113;广元;x
b_guangyuan51131;广元;x
b_lizhou51132;利州;x
b_zhaohua51133;昭化;x
b_chaotian51134;朝天;x
b_wangcang51135;旺苍;x
b_qingchuan51136;青川;x
b_jiange51137;剑阁;x
b_cangxi51138;苍溪;x
c_nanchong5114;南充;x
b_nanchong51141;南充;x
b_shunqing51142;顺庆;x
b_gaoping51143;高坪;x
b_jialing51144;嘉陵;x
b_nanbu51145;南部;x
b_yilong51146;仪陇;x
b_langzhong51127;阆中;x
b_xichong51128;西充;x
c_guangan5115;广安;x
b_guangan51151;广安;x
b_qianfeng51152;前锋;x
b_yuechi51153;岳池;x
b_wusheng51154;武胜;x
b_linshui51155;邻水;x
b_huaying51156;华蓥;x
b_dingping51157;鼎屏;x
b_nonghui51158;浓洄;x
d_chengdu512;成都;x
c_suining5121;遂宁;x
b_suining51211;遂宁;x
b_chuanshan51212;船山;x
b_anju51213;安居;x
b_pengxi51214;蓬溪;x
b_shehong51215;射洪;x
b_daying51216;大英;x
b_chicheng51217;赤城;x
b_taihe51218;太和;x
c_mianyang5122;绵阳;x
b_mianyang51221;绵阳;x
b_fuling51222;涪城;x
b_youxian51223;游仙;x
b_zitong51224;梓潼;x
b_jiangyou51225;江油;x
b_santai51226;三台;x
b_beichuan51227;北川;x
b_yanting51228;盐亭;x
c_deyang5123;德阳;x
b_deyang51231;德阳;x
b_guanghan51232;广汉;x
b_mianhzu51233;绵竹;x
b_luojiang51234;罗江;x
b_zhongjiang51235;中江;x
b_shifang51236;什邡;x
b_jingyang51237;旌阳;x
b_luocheng51238;雒城;x
c_chengdu5124;成都;x
b_chengdu51241;成都;x
b_dujiangyan51242;都江堰;x
b_pengzhou1243;彭州;x
b_jintang51244;金堂;x
b_chongzhou51245;崇州;x
b_xinjin51246;新津;x
b_pujiang51227;蒲江;x
b_qionglai51228;邛崃;x
c_ziyang5125;资阳;x
b_ziyang51251;资阳;x
b_jianyang51252;简阳;x
b_anyue51253;安岳;x
b_lezhi51254;乐至;x
b_yanjiang51255;雁江;x
b_jiangyuan51256;江源;x
b_yunlong51257;云龙;x
b_yangma51258;养马;x
c_meishan5126;眉山;x
b_meishan51261;眉山;x
b_dongpo51262;东坡;x
b_renshou51263;仁寿;x
b_pengshan51264;彭山;x
b_hongya51265;洪雅;x
b_danling51266;丹棱;x
b_qingshen51267;青神;x
b_fengming51268;凤鸣;x
c_yaan5127;雅安;x
b_yaan51271;雅安;x
b_yucheng51272;雨城;x
b_mingshan51273;名山;x
b_hanyuan51274;汉源;x
b_shimian51275;石棉;x
b_baoxing51276;宝兴;x
b_tianquan51277;天全;x
b_lushan51278;芦山;x
d_xuzhou513;叙州;x
c_neijiang5131;内江;x
b_neijiang51311;内江;x
b_dongxing51312;东兴;x
b_weiyuan51313;威远;x
b_zizhong51314;资中;x
b_longchang51315;隆昌;x
b_neijiangqu51316;内江区;x
b_yanling51317;严陵;x
b_chonglong51318;重龙;x
c_zigong5132;自贡;x
b_zigong51321;自贡;x
b_daan51322;大安;x
b_gongjing51323;贡井;x
b_yantan51324;沿滩;x
b_rongxian51325;荣县;x
b_fushun51326;富顺;x
b_gaoxin51327;高新;x
b_ziliujing51328;自流井;x
c_luzhou5133;泸州;x
b_luzhou51331;泸州;x
b_jiangyang51332;江阳;x
b_naxi51333;纳溪;x
b_luxian51334;泸县;x
b_xuyong51335;叙永;x
b_hejiang51336;合江;x
b_longmatan51337;龙马潭;x
b_gulin51338;古蔺;x
c_yibin5134;宜宾;x
b_huairou51341;宜宾;x
b_miyun51342;江安;x
b_shunyi51343;高县;x
b_beishicheng51344;筠连;x
b_mulin51345;珙县;x
b_xizhuang51346;兴文;x
b_zhangxin51327;长宁;x
b_chawu51328;屏山;x
c_leshan5135;乐山;x
b_leshan51351;乐山;x
b_emeishan51352;峨眉山;x
b_qianwei51353;犍为;x
b_jiajiang51354;夹江;x
b_muchuan51355;沐川;x
b_shawan51356;沙湾;x
b_jingyan51357;井研;x
b_ebian51358;峨边;x
d_liangshan514;凉山;x
c_zhaojue5141;昭觉;x
b_zhaojue51411;昭觉;x
b_xide51412;喜德;x
b_yuexi51413;越西;x
b_ganluo51414;甘洛;x
b_meigu51415;美姑;x
b_butuo51416;布拖;x
b_leibo51417;雷波;x
b_jinyang51418;金阳;x
c_dechang5142;德昌;x
b_dechang51421;德昌;x
b_huili51422;会理;x
b_huidong51423;会东;x
b_jinyang51424;金阳;x
b_ningnan51425;宁南;x
b_luchang51426;鹿厂;x
b_chengguan51427;城关;x
b_yimen51428;益门;x
c_panzhihua5143;攀枝花;x
b_panzhihua51431;攀枝花;x
b_renhe51432;仁和;x
b_miyi51433;米易;x
b_yanbian51434;盐边;x
b_dadukou51435;大渡口;x
b_qingxiangping51436;清香坪;x
b_tongzilin51437;桐子林;x
b_taiping51438;太平;x
c_xichang5144;西昌;x
b_xichang51441;西昌;x
b_mianning51442;冕宁;x
b_yanyuan51443;盐源;x
b_muli51444;木里;x
b_meiyu51445;梅雨;x
b_dongchuan51446;平川;x
b_youjun51427;佑君;x
b_jinping;锦屏;x
d_ganzi515;甘孜;x
c_kangding5151;康定;x
b_kangding51511;康定;x
b_luding51512;泸定;x
b_jiulong51513;九龙;x
b_yajiang51514;雅江;x
b_shade51515;沙德;x
b_tanggu51516;汤古;x
b_xinduqiao51517;新都桥;x
b_jiju51518;吉居;x
c_daocheng5152;稻城;x
b_daocheng51521;稻城;x
b_xiangcheng51522;乡城;x
b_derong51523;得荣;x
b_batang51524;巴塘;x
b_litang51525;理塘;x
b_baiyu51526;白玉;x
b_xinlong51527;新龙;x
b_bomi51528;波密;x
c_daofu5153;道孚;x
b_daofu51531;道孚;x
b_danba51532;丹巴;x
b_luhuo51533;炉霍;x
b_bamei51534;八美;x
b_dandong51535;丹东;x
b_kongyu51536;孔玉;x
b_geka51537;葛卡;x
b_niba51538;泥巴;x
c_ganzi5154;甘孜;x
b_ganzi51541;甘孜;x
b_dege51542;德格;x
b_shiqu51543;石渠;x
b_seda51544;色达;x
b_chalong51545;查龙;x
b_juewusi51546;觉悟寺;x
b_zhenda51527;真达;x
b_wenbo51528;温波;x
d_aba516;阿坝;x
c_maerkang5161;马尔康;x
b_maerkang51611;马尔康;x
b_xiaojin51612;小金;x
b_jinchuan51613;金川;x
b_rangtang51614;壤塘;x
b_ribu51615;日部;x
b_anning51616;安宁;x
b_jimu51617;集沐;x
b_lianghe51618;两河;x
c_maoxian5162;茂县;x
b_maoxian51621;茂县;x
b_wenchuan51622;汶川;x
b_lixian51623;理县;x
b_tonghua51624;通化;x
b_ganbao51625;甘堡;x
b_xuecheng51626;薛城;x
b_wolong51627;卧龙;x
b_weizhou51628;威州;x
c_songpan5163;松潘;x
b_songpan51631;松潘;x
b_jiuzhaigou51632;九寨沟;x
b_heishui51633;黑水;x
b_huanglong51634;黄龙;x
b_yanyun51635;燕云;x
b_shuijing51636;水晶;x
b_chuanzhusi51637;川主寺;x
b_yonghe51638;永和;x
c_aba5164;阿坝;x
b_aba51641;阿坝;x
b_ruoergai51642;若尔盖;x
b_hongyuan51643;红原;x
b_hongxing51644;红星;x
b_qiuji51645;求吉;x
b_tangke51646;唐克;x
b_chali51627;查理;x
b_maierma51628;麦尔玛;x
k_guizhou52; 黔 ;x
d_qiandong521;黔东;x
c_kaili5211;凯里;x
b_kaili52111;凯里;x
b_huangping52112;黄平;x
b_shibing52113;施秉;x
b_sansui52114;三穗;x
b_zhenyuan52115;镇远;x
b_tianzhu52116;天柱;x
b_jinping52117;锦屏;x
b_jianhe52118;剑河;x
c_duyun5212;都匀;x
b_duyun52121;都匀;x
b_dushan52122;独山;x
b_fuquan52123;福泉;x
b_pingtang52124;平塘;x
b_luodian52125;罗甸;x
b_changshun52126;长顺;x
b_longli52127;龙里;x
b_sandu52128;三都;x
c_zunyi5213;遵义;x
b_zunyi52131;遵义;x
b_huairen52132;怀仁;x
b_suiyang52133;绥阳;x
b_tongzi52134;桐梓;x
b_xishui52135;习水;x
b_chishui52136;赤水;x
b_zhengan52137;正安;x
b_wuchuan52138;务川;x
c_tongren5214;铜仁;x
b_tongren52141;铜仁;x
b_jiangkou52142;江口;x
b_yuping52143;玉屏;x
b_songtao52144;松桃;x
b_yinjiang52145;印江;x
b_sinan52146;思南;x
b_shiqian52127;石阡;x
b_dejiang52128;德江;x
d_qianxi522;黔西;x
c_anshun5221;安顺;x
b_anshun52211;安顺;x
b_pingba52212;平坝;x
b_puding52213;普定;x
b_zhenning52214;镇宁;x
b_yunling52215;关岭;x
b_ziyun52216;紫云;x
b_yongning52217;永宁;x
b_songshan52218;松山;x
c_xingyi5222;兴义;x
b_xingyi52221;兴义;x
b_anlong52222;安龙;x
b_ceheng52223;册亨;x
b_wangmo52224;望谟;x
b_zhenfeng52225;贞丰;x
b_xingren52226;兴仁;x
b_qinglong52227;晴隆;x
b_puan52228;普安;x
c_liupanshui5223;六盘水;x
b_zhongshan52231;钟山;x
b_shuicheng52232;水城;x
b_liuzhi52233;六枝;x
b_panxian52234;盘县;x
b_pingzhai52235;平寨;x
b_longchang52236;龙场;x
b_jinpan52237;金盆;x
b_putian52238;普田;x
c_bijie5224;毕节;x
b_bijie52241;毕节;x
b_dafang52242;大方;x
b_jinsha52243;金沙;x
b_qianxi52244;黔西;x
b_qianxi52245;织金;x
b_nayong52246;纳雍;x
b_hezhang52227;赫章;x
b_weining52228;威宁;x
c_guiyang5225;贵阳;x
b_guiyang52251;贵阳;x
b_qingzhen52252;清镇;x
b_xiuwen52253;修文;x
b_kaiyang52254;开阳;x
b_xifeng52255;息烽;x
b_wudang52256;乌当;x
b_huaxi52257;花溪;x
b_guanshanhu52258;观山湖;x
k_yunnan53; 滇 ;x
d_diandong531;滇东;x
c_zhaotong5311;昭通;x
b_zhaotong53111;昭通;x
b_yanjin53112;盐津;x
b_yongshan53113;永善;x
b_suijiang53114;绥江;x
b_zhenxiong53115;镇雄;x
b_ludian53116;鲁甸;x
b_weixin53117;威信;x
b_shuifu53118;水富;x
c_qujing5312;曲靖;x
b_qujing53121;曲靖;x
b_xuanwei53122;宣威;x
b_malong53123;马龙;x
b_zhanyi53124;沾益;x
b_fuyuan53125;富源;x
b_luoping53126;罗平;x
b_shizong53127;师宗;x
b_luliang53128;陆良;x
c_yuxi5313;玉溪;x
b_yuxi53131;玉溪;x
b_jiangchuan53132;江川;x
b_tonghai53133;通海;x
b_huaning53134;华宁;x
b_yimen53135;易门;x
b_eshan53136;峨山;x
b_xinping53137;新平;x
b_yuanjiang53138;元江;x
c_kunming5314;昆明;x
b_kunming53141;昆明;x
b_jinning53142;晋宁;x
b_fumin53143;富民;x
b_yiliang53144;宜良;x
b_songming53145;嵩明;x
b_shilin53146;石林;x
b_luquan53127;禄劝;x
b_xundian53128;寻甸;x
d_diannan532;滇南;x
c_wenshan5321;文山;x
b_wenshan53211;文山;x
b_yanshan53212;砚山;x
b_guangnan53213;广南;x
b_funing53214;富宁;x
b_qiubei53215;丘北;x
b_maguan53216;马关;x
b_malipo53217;麻栗坡;x
b_xichou53218;西畴;x
c_honghe5322;红河;x
b_gejiu53221;个旧;x
b_kaiyuan53222;开远;x
b_mile53223;弥勒;x
b_lvchun53224;绿春;x
b_jianshui53225;建水;x
b_luxi53226;泸西;x
b_hekou53227;河口;x
b_jinping53228;金平;x
c_simao5323;思茅;x
b_puer53231;普洱;x
b_mojiang53232;墨江;x
b_jingdong53233;景东;x
b_jinggu53234;景谷;x
b_dianyuan53235;滇沅;x
b_jiangcheng53236;江城;x
b_menglian53237;孟连;x
b_ninger53238;宁洱;x
c_xishuangbanna5324;西双版纳;x
b_jinghong53241;景洪;x
b_mengla53242;勐腊;x
b_menghai53243;勐海;x
b_puwen53244;普文;x
b_yiwu53245;易武;x
b_gelang53246;格朗;x
b_menghan53227;勐罕;x
b_mengsong53228;勐宋;x
d_dianbei533;滇北;x
c_chuxiong5331;楚雄;x
b_chuxiong53311;楚雄;x
b_shuangbai53312;双柏;x
b_mouding53313;牟定;x
b_nanhua53314;南华;x
b_yaoan53315;姚安;x
b_yuanmou53316;元谋;x
b_yongren53317;永仁;x
b_wuding53318;武定;x
c_dali5332;大理;x
b_dali53321;大理;x
b_xiangyun53322;祥云;x
b_binchuan53323;宾川;x
b_yongping53324;永平;x
b_yunlong53325;云龙;x
b_jianchuan53326;剑川;x
b_heqing53327;鹤庆;x
b_nanjian53328;南涧;x
c_lijiang5333;丽江;x
b_lijiang53331;丽江;x
b_yongsheng53332;永胜;x
b_huaping53333;华坪;x
b_yulong53334;玉龙;x
b_ninglang53335;宁蒗;x
b_shigu53336;石鼓;x
b_yongning53337;永宁;x
b_renhe53338;仁和;x
c_diqing5334;迪庆;x
b_xianggelila53341;香格里拉;x
b_deqin53342;德钦;x
b_weixi53343;维西;x
b_yangla53344;羊拉;x
b_yunling53345;云岭;x
b_hutiaoxia53346;虎跳峡;x
b_dongwang53327;东旺;x
b_pantiange53328;攀天阁;x
d_dianxi534;滇西;x
c_nujiang5341;怒江;x
b_lushui53411;泸水;x
b_fugong53412;福贡;x
b_gongshan53413;贡山;x
b_lanping53414;兰坪;x
b_gudeng53415;古登;x
b_yingpan53416;营盘;x
b_hexi53417;河西;x
b_shiyueliang53418;石月亮;x
c_baoshan5342;保山;x
b_longyang53421;隆阳;x
b_shidian53422;施甸;x
b_tengchong53423;腾冲;x
b_longling53424;龙陵;x
b_changning53425;昌宁;x
b_mingguang53426;明光;x
b_houqiao53427;猴桥;x
b_pingda53428;平达;x
c_dehong5343;德宏;x
b_dehong53431;德宏;x
b_ruili53432;瑞丽;x
b_lianghe53433;梁河;x
b_yingjiang53434;盈江;x
b_longchuan53435;陇川;x
b_santaishan53436;三台山;x
b_mangdong53437;芒东;x
b_kachang53438;卡场;x
c_lincang5344;临沧;x
b_linxiang53441;临翔;x
b_fengqing53442;凤庆;x
b_yunxian53443;云县;x
b_yongde53444;永德;x
b_zhenkang53445;镇康;x
b_shuangjiang53446;双江;x
b_gengma53427;耿马;x
b_cangyuan53428;沧源;x
k_xizang54; 藏 ;x
d_shannan541;山南;x
c_zangnangudi5411;藏南谷地;x
b_cuona54111;错那;x
b_shangchayu54112;上察隅;x
b_xiachayu54113;下察隅;x
b_gedang54114;格当;x
b_beibeng54115;背崩;x
b_yumai54116;玉麦;x
b_huaiba54117;淮巴;x
b_jiayu54118;加玉;x
c_motuo5412;墨脱;x
b_motuo54121;墨脱;x
b_chayu54122;察隅;x
b_bomi54123;波密;x
b_dexing54124;德兴;x
b_songzong54125;松宗;x
b_qingduo54126;倾多;x
b_zhamu54127;扎木;x
b_zhuwagen54128;竹瓦根;x
c_linzhi5413;林芝;x
b_linzhi54131;林芝;x
b_milin54132;米林;x
b_gongbujiangda54133;工布江达;x
b_langxian54134;郎县;x
b_lulang54135;鲁朗;x
b_jinda54136;金达;x
b_zhongda54137;仲达;x
b_wolong54138;卧龙;x
c_shannan5414;山南;x
b_shannan54141;山南;x
b_fanxiang54142;曲松;x
b_changyuan54143;加查;x
b_gaoping54144;扎囊;x
b_fangli54145;贡嘎;x
b_jiaohu54146;浪卡子;x
b_baidaokou54127;洛扎;x
b_liugu54128;措美;x
d_sajia542;萨迦;x
c_rikaze5421;日喀则;x
b_rikaze54211;日喀则;x
b_nanmulin54212;南木林;x
b_renbu54213;仁布;x
b_xietongmen54214;谢通门;x
b_lazi54215;拉孜;x
b_dejilin54216;德吉林;x
b_mangre54217;芒热;x
b_qieqiong54218;切琼;x
c_sajia5422;萨迦;x
b_sajia54221;萨迦;x
b_jiangzi54222;江孜;x
b_bailang54223;白朗;x
b_kangma54224;康马;x
b_yadong54225;亚东;x
b_gangba54226;岗巴;x
b_pali54227;帕里;x
b_mula54228;木拉;x
c_dingri5423;定日;x
b_dingri54231;定日;x
b_dingjie54232;定结;x
b_nielamu54233;聂拉木;x
b_angren54234;昂仁;x
b_xiegeer54235;协格尔;x
b_jiangga54236;江嘎;x
b_kaga54237;卡噶;x
b_zhangmu54238;樟木;x
d_ali543;阿里;x
c_jilong5431;吉隆;x
b_jilong54311;吉隆;x
b_saga54312;萨嘎;x
b_zhongba54313;仲巴;x
b_payang54314;帕羊;x
b_jima54315;吉玛;x
b_zongga54316;宗嘎;x
b_jiajia54317;加加;x
b_yare54318;亚热;x
c_ali5432;阿里;x
b_ali54321;阿里;x
b_pulan54322;普兰;x
b_geji54323;革吉;x
b_zhada54324;扎达;x
b_gaer54325;噶尔;x
b_ritu54326;日土;x
b_tuolin54327;托林;x
b_shiquanhe54328;狮泉河;x
c_cuoqin5433;措勤;x
b_cuoqin54331;措勤;x
b_jiangrang54332;江让;x
b_gaize54333;改则;x
b_mami54334;麻米;x
b_quluo54335;曲洛;x
b_chabu54336;察布;x
b_daxiong54337;达雄;x
b_xianqian54338;先遣;x
c_nima5434;尼玛;x
b_nima54341;尼玛;x
b_zhuowa54342;卓瓦;x
b_shuanghu54343;双湖;x
b_cuozheluoma54344;措折罗玛;x
b_asuo54345;阿索;x
b_xiede54346;协德;x
b_daguo54327;达果;x
b_yaqu54328;雅曲;x
d_lasa544;拉萨;x
c_lasa5441;拉萨;x
b_lasa54411;拉萨;x
b_nimu54412;尼木;x
b_qushui54413;曲水;x
b_dazi54414;达孜;x
b_dangxiong54415;当雄;x
b_linzhou54416;林周;x
b_mozhugongka54417;墨竹工卡;x
b_duilongdeqing54418;堆龙德庆;x
c_bange5442;班戈;x
b_bange54421;班戈;x
b_deqing54422;德庆;x
b_shenzha54423;申扎;x
b_beila54424;北拉;x
b_xiongmei54425;雄梅;x
b_jiaqiong54426;佳琼;x
b_mayue54427;马跃;x
b_mendang54428;门当;x
c_naqu5443;那曲;x
b_naqu54431;那曲;x
b_luoma54432;罗玛;x
b_nierong54433;聂荣;x
b_anduo54434;安多;x
b_zharen54435;扎仁;x
b_suoxiong54436;索雄;x
b_gulu54437;古露;x
b_pana54438;帕那;x
d_azha545;阿扎;x
c_azha5451;阿扎;x
b_azha54511;阿扎;x
b_jaili54512;嘉黎;x
b_biru54513;比如;x
b_suoxian54514;索县;x
b_baqing54515;巴青;x
b_xiaqu54516;夏曲;x
b_rongbu54517;荣布;x
b_yaan54518;雅安;x
c_luolong5452;洛隆;x
b_luolong54521;洛隆;x
b_leiwuqi54522;类乌齐;x
b_bianba54523;边坝;x
b_dingqing54524;丁青;x
b_zituo54525;孜托;x
b_sangduo54526;桑多;x
b_chidu54527;尺牍;x
b_caoka54528;草卡;x
c_changdu5453;昌都;x
b_changdu54531;昌都;x
b_chaya54532;察雅;x
b_gongjue54533;贡觉;x
b_jiangda54534;江达;x
b_karuo54535;卡若;x
b_jitang54536;吉塘;x
b_moluo54537;莫洛;x
b_gangtuo54538;岗托;x
c_mangkang5454;芒康;x
b_mangkang54541;芒康;x
b_rumei54542;如美;x
b_zuogong54543;左贡;x
b_basu54544;八宿;x
b_wangda54545;旺达;x
b_baima54546;白玛;x
b_gatuo54527;噶托;x
b_bangda54528;帮达;x
k_shanxi61; 秦 ;x
d_shanbei611;陕北;x
c_shenmu6111;神木;x
b_shenmu61111;神木;x
b_jinjie61112;锦界;x
b_fugu61113;府谷;x
b_gushan61114;孤山;x
b_dianta61115;店塔;x
b_dachanghan61116;大昌汗;x
b_erlintu61117;尔林兔;x
b_huangnan61118;黄南;x
c_yulin6112;榆林;x
b_yulin61121;榆林;x
b_anya61122;安崖;x
b_hengshan61123;横山;x
b_qingquan61124;清泉;x
b_shaungcheng61125;双城;x
b_tawan61126;塔湾;x
b_zhenchuan61127;镇川;x
b_balasu61128;巴拉素;x
c_mizhi6113;米脂;x
b_mizhi61131;米脂;x
b_jiaxian61132;佳县;x
b_suide61133;绥德;x
b_qingjian61134;清涧;x
b_zizhou61135;子洲;x
b_wubao61136;吴堡;x
b_yindou61137;印斗;x
b_erlangshan61138;二郎山;x
c_jingbian6114;靖边;x
b_jingbian61141;靖边;x
b_anbian61142;安边;x
b_dingbian61143;定边;x
b_yangjing61144;杨井;x
b_qingyangcha61145;青阳岔;x
b_jiyuan61146;姬塬;x
b_haizetan61127;海则滩;x
b_dongkeng61128;东坑;x
c_ganquan6115;甘泉;x
b_ganquan61151;甘泉;x
b_ansai61152;安塞;x
