#ENGLISH;HANHUA;x
b_zhidan61153;志丹;x
b_wuqi61154;吴起;x
b_shunning61155;顺宁;x
b_laoshan61156;劳山;x
b_jianhua61157;建华;x
b_yongning61158;永宁;x
c_yanan6116;延安;x
b_yanan61161;延安;x
b_zichang61162;子长;x
b_yanchuan61163;延川;x
b_yanchang61164;延长;x
b_qinghuabian61165;青化砭;x
b_ganguyi61166;甘谷驿;x
b_yongping61167;永坪;x
b_baota61168;宝塔;x
d_huangling612;黄陵;x
c_luochuan6121;洛川;x
b_luochaun61211;洛川;x
b_huanglong61212;黄龙;x
b_yichuan61213;宜川;x
b_qinguan61214;秦关;x
b_jiyi61215;集义;x
b_yingwang61216;英旺;x
b_zouma61217;走马;x
b_baimatan61218;白马滩;x
c_huangling6122;黄陵;x
b_huangling61221;黄陵;x
b_shuanglong61222;双龙;x
b_fuxian61223;富县;x
b_niuwu61224;牛武;x
b_baoan61225;保安;x
b_yangquan61226;羊泉;x
b_longfang61227;隆坊;x
b_zhiluo61228;直罗;x
c_changwu6123;长武;x
b_changwu61231;长武;x
b_binxian61232;彬县;x
b_xunyi61233;旬邑;x
b_chunhua61234;淳化;x
b_yongshou61235;永寿;x
b_yongle61236;永乐;x
b_zhangbasi61237;丈八寺;x
b_longgao61238;龙高;x
c_tongchaun6124;铜川;x
b_tongchuan61241;铜川;x
b_wangyi61242;王益;x
b_yintai61243;印台;x
b_yijun61244;宜君;x
b_yaozhou61245;耀州;x
b_yaoqu61246;瑶曲;x
b_taian61227;太安;x
b_jinsuoguan61228;金锁关;x
c_hancheng6125;韩城;x
b_hancheng61251;韩城;x
b_baishui61252;白水;x
b_chengcheng61253;澄城;x
b_heyang61254;合阳;x
b_xigu61255;西固;x
b_ganjing61256;甘井;x
b_weizhuang61257;韦庄;x
b_heichi61258;黑池;x
d_weinan613;渭南;x
c_huayin6131;华阴;x
b_hauyin61311;华阴;x
b_dali61312;大荔;x
b_tongguan61313;潼关;x
b_huaxian61314;华县;x
b_huashan61315;华山;x
b_guanchi61316;官池;x
b_anren61317;安仁;x
b_dongyang61318;东阳;x
c_weinan6132;渭南;x
b_weinan61321;渭南;x
b_fuping61322;富平;x
b_pucheng61323;蒲城;x
b_linwei61324;临渭;x
b_xiaoyi61325;孝义;x
b_longyang61326;龙阳;x
b_yangguo61327;阳郭;x
b_liuqu61328;流曲;x
c_xian6133;西安;x
b_xian61331;西安;x
b_weiyang61332;未央;x
b_yanta61333;雁塔;x
b_lintong61334;临潼;x
b_gaoling61335;高陵;x
b_lantian61336;蓝田;x
b_baqiao61337;灞桥;x
b_yanliang61338;阎良;x
c_xianyang6134;咸阳;x
b_xianyang61341;咸阳;x
b_weicheng61342;渭城;x
b_xingping61343;兴平;x
b_sanyuan61344;三原;x
b_zhengyang61345;正阳;x
b_taiping61346;太平;x
b_yunyang61327;云阳;x
b_qindu61328;秦都;x
d_fufeng614;扶风;x
c_wugong6141;武功;x
b_wugong61411;武功;x
b_xingping61412;兴平;x
b_qianxian61413;乾县;x
b_liquan61414;礼泉;x
b_changning61415;长宁;x
b_shide61416;史德;x
b_yanghong61417;阳洪;x
b_fengyang61418;峰阳;x
c_fufeng6142;扶风;x
b_fufeng61421;扶风;x
b_qishan61422;岐山;x
b_meixian61423;眉县;x
b_yangling61424;杨陵;x
b_wuzhangyuan61425;五丈原;x
b_qinghua61426;青化;x
b_jinqu61427;金渠;x
b_jiangzhang61428;绛帐;x
c_fengxiang6143;凤翔;x
b_fengxiang61431;凤翔;x
b_linyou61432;麟游;x
b_qianyang61433;千阳;x
b_longxian61434;陇县;x
b_guowang61435;虢王;x
b_zhangba61436;丈八;x
b_gaoya61437;高崖;x
b_guguan61438;固关;x
c_chencang6144;陈仓;x
b_chencang61441;陈仓;x
b_weibin61442;渭滨;x
b_jintai61443;金台;x
b_yangping61444;阳平;x
b_panlong61445;蟠龙;x
b_chisha61446;赤沙;x
b_guchuan61427;固川;x
b_baoji61428;宝鸡;x
c_fengxian6145;凤县;x
b_fengxian61451;凤县;x
b_wenjiangsi61452;温江寺;x
b_taibai61453;太白;x
b_gaolong61454;高龙;x
b_liufengguan61455;留凤关;x
b_baiyun61456;白云;x
b_huangniupu61457;黄牛铺;x
b_huangbaiyuan61458;黄柏塬;x
c_zhouzhi6146;周至;x
b_zhouzhi61461;周至;x
b_zhongnan61462;终南;x
b_huxian61463;户县;x
b_taiping61464;太平;x
b_jixian61465;集贤;x
b_guangming61466;光明;x
b_guangji61467;广济;x
b_laoyu61468;涝峪;x
d_hanzhong614;汉中;x
c_lueyang6141;略阳;x
b_lueyang61411;略阳;x
b_guanyinsi61412;观音寺;x
b_ningqiang61413;宁强;x
b_yangpingguan61414;阳平关;x
b_bashan61415;巴山;x
b_qingmuchuan61416;青木川;x
b_jinjiahe61417;金家河;x
b_baiquesi61418;白雀寺;x
c_hanzhong6142;汉中;x
b_hanzhong61421;汉中;x
b_laodaosi61422;老道寺;x
b_mianxian61423;勉县;x
b_nanzhneg61424;南郑;x
b_hantai61425;汉台;x
b_liuba61426;留坝;x
b_madao61427;马道;x
b_wuhou61428;武侯;x
c_yangxian6143;洋县;x
b_yangxian61431;洋县;x
b_foping61432;佛坪;x
b_chenggu61433;城固;x
b_xixiang61434;西乡;x
b_zhenba61435;镇巴;x
b_longting61436;龙亭;x
b_xinglong61437;兴隆;x
b_bailongtang61438;白龙塘;x
c_shiquan6144;石泉;x
b_shiquan61441;石泉;x
b_ningshan61442;宁陕;x
b_hanyin61443;汉阴;x
b_hanyang61444;汉阳;x
b_yinlong61445;银龙;x
b_longwang61446;龙王;x
b_changyang61427;长阳;x
b_tiefo61428;铁佛;x
d_shanyang615;山阳;x
c_ziyang6151;紫阳;x
b_ziyang61511;紫阳;x
b_langao61512;岚皋;x
b_zhenping61513;镇坪;x
b_pingli61514;平利;x
b_xiangyang61515;向阳;x
b_shimen61516;石门;x
b_luohe61517;洛河;x
b_baxian61518;八仙;x
c_ankang6152;安康;x
b_ankang61521;安康;x
b_baihe61522;白河;x
b_xunyang61523;旬阳;x
b_hanbin61524;汉滨;x
b_shuanglong61525;双龙;x
b_xianhe61526;仙河;x
b_taoyuan61527;桃园;x
b_maping61528;麻坪;x
c_shanyang6153;山阳;x
b_shanyang61531;山阳;x
b_hongyansi61532;红岩寺;x
b_zhashui61533;柞水;x
b_zhenan61534;镇安;x
b_huilong61535;回龙;x
b_xingping61536;杏坪;x
b_heishan61537;黑山;x
b_yingpan61538;营盘;x
c_shangluo6154;商洛;x
b_shangluo61541;商洛;x
b_wuguan61542;武关;x
b_luonan61543;洛南;x
b_danfneg61544;丹凤;x
b_shangnan61545;商南;x
b_yongfneg61546;永丰;x
b_jinlingsi61527;金陵寺;x
b_shangzhou61528;商州;x
k_gansu62; 陇 ;x
d_ganzhou621;甘州;x
c_dunhuang6211;敦煌;x
b_dunhuang62111;敦煌;x
b_subei62112;肃北;x
b_akesai62113;阿克塞;x
b_yumenguan62114;玉门关;x
b_tashi62115;踏实;x
b_changma62116;昌马;x
b_huangqu62117;黄渠;x
b_yanchiwan62118;盐池湾;x
c_yumen6212;玉门;x
b_yumen62121;玉门;x
b_mazongshan62122;马鬃山;x
b_anxi62123;安西;x
b_daquan62124;大泉;x
b_anbei62125;安北;x
b_xiaowan62126;小宛;x
b_hanxia62127;旱峡;x
b_mingshui62128;明水;x
c_jiuquan6213;酒泉;x
b_jiuquan62131;酒泉;x
b_gucheng62132;古城;x
b_jinta62133;金塔;x
b_heishanjing62134;黑山井;x
b_jiacang62135;夹仓;x
b_yemajing62136;野马井;x
b_yujingzi62137;俞井子;x
b_shangba62138;上坝;x
c_jiayuguan6214;嘉峪关;x
b_jiayuguan62141;嘉峪关;x
b_laojunmiao62142;老君庙;x
b_jingtieshan62143;镜铁山;x
b_qingshui62144;清水;x
b_jinfosi62145;金佛寺;x
b_wenshu62146;文殊;x
b_xidong62127;西洞;x
b_dongdong62128;东洞;x
d_suzhou622;肃州;x
c_zhangye6221;张掖;x
b_zhangye62211;张掖;x
b_linze62212;临泽;x
b_gaotai62213;高台;x
b_sunan62214;肃南;x
b_shandan62215;山丹;x
b_minle62216;民乐;x
b_huazhai62217;花寨;x
b_damaying62218;大马营;x
c_jinchang6222;金昌;x
b_daxing62221;金昌;x
b_fangshan62222;永昌;x
b_zhoukoudian62223;民勤;x
b_daxinzhuang62224;东湖;x
b_hebei62225;汤家海;x
b_qingyundian62226;花儿园;x
b_dongyusi62227;红砂岗;x
b_shijiaying62228;三个马岗;x
c_wuwei6223;武威;x
b_wuweig62231;武威;x
b_huangyang62232;黄羊;x
b_gulang62233;古浪;x
b_tianzhu62234;天祝;x
b_hedong62235;河东;x
b_jinsha62236;金沙;x
b_qingyuan62237;清源;x
b_wunan62238;武南;x
c_baiyin6224;白银;x
b_baiyin62241;白银;x
b_jingtai62242;景泰;x
b_jingyuan62243;靖远;x
b_pingchuan62244;平川;x
b_huining62245;会宁;x
b_shuiquan62246;水泉;x
b_dagou62227;大沟;x
b_wuchuan62228;武川;x
d_lanzhou623;兰州;x
c_lanzhou6231;兰州;x
b_lanzhou62311;兰州;x
b_gaolan62312;皋兰;x
b_yongdeng62313;永登;x
b_yuzhong62314;榆中;x
b_chengguan62315;城关;x
b_anning62316;安宁;x
b_xigu62317;西固;x
b_qilihe62318;七里河;x
c_linxia6232;临夏;x
b_linxia62321;临夏;x
b_jishishan62322;积石山;x
b_dongxiang62323;东乡;x
b_hezheng62324;和政;x
b_yongjing62325;永靖;x
b_guanghe62326;广河;x
b_kangle62327;康乐;x
b_yinji62328;尹集;x
c_gannan6233;甘南;x
b_gannan62331;甘南;x
b_xiahe62332;夏河;x
b_luqu62333;碌曲;x
b_lintan62334;临潭;x
b_zhuoni62335;卓尼;x
b_zhouqu62336;舟曲;x
b_diebu62337;迭部;x
b_maqu62338;玛曲;x
c_dingxi6234;定西;x
b_dingxi62341;定西;x
b_lintao62342;临洮;x
b_longxi62343;陇西;x
b_tongwei62344;通渭;x
b_weiyuan62345;渭源;x
b_zhangxian62346;漳县;x
b_minxian62327;岷县;x
b_anding62328;安定;x
d_tianshui624;天水;x
c_longnan6241;陇南;x
b_longnan62411;陇南;x
b_kangxian62412;康县;x
b_wenxian62413;文县;x
b_chengxian62414;成县;x
b_liangdang62415;两当;x
b_dangchang62416;宕昌;x
b_lixian62417;礼县;x
b_wudu62418;武都;x
c_tianshui6242;天水;x
b_tianshui62421;天水;x
b_maiji62422;麦积;x
b_qingshui62423;清水;x
b_gangu62424;甘谷;x
b_qinan62425;秦安;x
b_zhangjiachuan62426;张家川;x
b_wushan62427;武山;x
b_qinzhou62428;秦州;x
c_pingliang6243;平凉;x
b_pingliang62431;平凉;x
b_kongtong62432;崆峒;x
b_huating62433;华亭;x
b_zhuanglang62434;庄浪;x
b_jingning62435;静宁;x
b_chongxin62436;崇信;x
b_lingtai62437;灵台;x
b_jingchuan62438;泾川;x
c_qingyang6244;庆阳;x
b_qingyang62441;庆阳;x
b_zhenyuan62442;镇原;x
b_ningxian62443;宁县;x
b_zhengning62444;正宁;x
b_heshui62445;合水;x
b_huachi62446;华池;x
b_huanxian62427;环县;x
b_qingcheng62428;庆城;x
k_qinghai63; 青 ;x
d_haixi631;海西;x
c_yushu6311;玉树;x
b_yushu63111;玉树;x
b_longbao63112;隆宝;x
b_zaduo63113;杂多;x
b_nangqian63114;囊谦;x
b_batang63115;巴塘;x
b_juela63116;觉拉;x
b_zhaqing63117;扎青;x
b_moyun63118;莫云;x
c_chengduo6312;称多;x
b_chengduo63121;称多;x
b_xiewu63122;歇武;x
b_labu63123;拉布;x
b_qumacai63124;曲麻菜;x
b_dongfeng63125;东风;x
b_qiuzhi63126;秋智;x
b_qumahe63127;曲麻河;x
b_qingshuihe63128;清水河;x
c_zhiduo6313;治多;x
b_zhiduo63131;治多;x
b_lixin63132;立新;x
b_yanshiping63133;雁石坪;x
b_duocai63134;多彩;x
b_xijie63135;西捷;x
b_zhahe63136;扎河;x
b_wenquan63137;温泉;x
b_suojia63138;索加;x
c_geermu6314;格尔木;x
b_geermu63141;格尔木;x
b_guolemude63142;郭勒木德;x
b_dachaidan63143;大柴旦;x
b_gansen63144;甘森;x
b_alaer63145;阿拉尔;x
b_lenghuzhen63146;冷湖镇;x
b_nanbaxian63127;南八仙;x
b_suoerkuli63128;索尔库里;x
c_haixi6315;海西;x
b_haixi63151;海西;x
b_wulan63152;乌兰;x
b_delingha63153;德令哈;x
b_dulan63154;都兰;x
b_tianjun63155;天峻;x
b_tongpu63156;铜普;x
b_yangkang63157;阳康;x
b_gebi63158;戈壁;x
d_haidong632;海东;x
c_haibei6321;海北;x
b_haibei63211;海北;x
b_qilian63212;祁连;x
b_haiyan63213;海晏;x
b_gangcha63214;刚察;x
b_menyuan63215;门源;x
b_yanglong63216;央隆;x
b_quanji63217;泉吉;x
b_haergai63218;哈尔盖;x
c_xining6322;西宁;x
b_xining63221;西宁;x
b_beiguan63222;湟中;x
b_yindu63223;湟源;x
b_tangyin63224;大通;x
b_neihuang63225;城东;x
b_linzhou63226;城西;x
b_wenfeng63227;城北;x
b_longan63228;城中;x
c_haidong6323;海东;x
b_haidong63231;海东;x
b_ledu63232;乐都;x
b_pingan63233;平安;x
b_minhe63234;民和;x
b_huzhu63235;互助;x
b_hualong63236;化隆;x
b_xunhua63237;循化;x
b_honggu63238;红古;x
c_huangnan6324;黄南;x
b_huangnan63241;黄南;x
b_tongren63242;同仁;x
b_jianzha63243;尖扎;x
b_zeku63244;泽库;x
b_henan63245;河南;x
b_duosong63246;多松;x
b_heri63227;和日;x
b_baoan63228;保安;x
c_hainan6325;海南;x
b_hainan63251;海南;x
b_tongde63252;同德;x
b_gonghe63253;共和;x
b_guide63254;贵德;x
b_xinghai63255;兴海;x
b_guinan63256;贵南;x
b_luohantang63257;罗汉堂;x
b_changmu63258;常牧;x
c_guoluo6326;果洛;x
b_guoluo63261;果洛;x
b_maqin63262;玛沁;x
b_banma63263;班玛;x
b_gande63264;甘德;x
b_dari63265;达日;x
b_jiuzhi63266;久治;x
b_maduo63267;玛多;x
b_deang63268;德昂;x
k_ningxia64; 宁 ;x
d_ningxia641;宁夏;x
c_guyuan6411;固原;x
b_guyuan64111;固原;x
b_pengyang64112;彭阳;x
b_jingyuan64113;泾源;x
b_longde64114;隆德;x
b_xiji64115;西吉;x
b_haiyuan64116;海源;x
b_dengta64117;灯塔;x
b_jiangtai64118;将台;x
c_lingwu6412;灵武;x
b_lingwu64121;灵武;x
b_yanchi64122;盐池;x
b_wuzhong64123;吴忠;x
b_qingtongxia64124;青铜峡;x
b_zhongning64125;中宁;x
b_zhongwei64126;中卫;x
b_tongxin64127;同心;x
b_weizhou64128;韦州;x
c_yinchuan6413;银川;x
b_yinchuan64131;银川;x
b_yongning64132;永宁;x
b_helan64133;贺兰;x
b_taole64134;陶乐;x
b_pingluo64135;平罗;x
b_shizuishan64136;石嘴山;x
b_huinon64137;惠农;x
b_xixia64138;西夏;x
k_xinjiang65; 疆 ;x
d_shanshan651;鄯善;x
c_shazhou6511;沙州;x
b_loulan65111;楼兰;x
b_luobupo65112;罗布泊;x
b_keshenlanzi65113;科什兰孜;x
b_bashenkuergan65114;巴什库尔干;x
b_munaertage65115;木纳尔塔格;x
b_jieranlike65116;结然力克;x
b_qigaibulake65117;其盖布拉克;x
b_hongliugou65118;红柳沟;x
c_ruoqiang6512;若羌;x
b_ruoqiang65121;若羌;x
b_kumukuli65122;库木库里;x
b_alaer65123;阿拉尔;x
b_koudakelake65124;扣达克拉克;x
b_qimantage65125;祁蔓塔格;x
b_wutamu65126;吾塔木;x
b_xitatirang65127;西塔提让;x
b_xiaputuleke65128;夏普吐勒克;x
c_qiemo6513;且末;x
b_qiemo65131;且末;x
b_tula65132;吐拉;x
b_tuogelusu65133;托格鲁苏;x
b_yingwusitang65134;英吾斯塘;x
b_kulamuleke65135;库拉木勒克;x
b_arele65136;阿热勒;x
b_kuoshensatema65137;阔什萨特玛;x
b_tatirang65138;塔提让;x
c_minfeng6514;民丰;x
b_minfeng65141;民丰;x
b_ruokeya65142;若克雅;x
b_yeyike65143;叶亦克;x
b_kalasayi65144;喀拉萨依;x
b_paxiyimu65145;帕希依木;x
b_andier65146;安迪尔;x
b_qiaan65127;恰安;x
b_jingjue65128;精绝;x
d_yutian652;于阗;x
c_yutian6521;于阗;x
b_yutian65211;于阗;x
b_aqiang65212;阿羌;x
b_langan65213;兰干;x
b_siyeke65214;斯也克;x
b_taerke65215;塔尔克;x
b_xianbaibazha65216;先拜巴扎;x
b_arixi65217;阿日希;x
b_jiayi65218;加依;x
c_cele6522;策勒;x
b_cele65221;策勒;x
b_bositan65222;博斯坦;x
b_qiaha65223;恰哈;x
b_nuer65224;奴儿;x
b_damagou65225;达玛沟;x
b_wulukesayi65226;乌鲁克萨依;x
b_gulahama65227;固拉哈玛;x
b_anazizhake65228;阿纳孜扎克;x
c_hetian6523;和田;x
b_hetian65231;和田;x
b_yulongkashen65232;玉龙喀什;x
b_luopu65233;洛浦;x
b_jiya65234;吉亚;x
b_lasikui65235;拉斯奎;x
b_layika65236;拉依喀;x
b_tawakule65237;塔瓦库勒;x
b_tashentashen65238;塔什塔什;x
c_pishan6524;皮山;x
b_pishan65241;皮山;x
b_zanggui65242;藏桂;x
b_moyu65243;墨玉;x
b_zhawa65244;扎瓦;x
b_wuerqi65245;乌尔其;x
b_muji65246;木吉;x
b_manglai65227;芒来;x
b_duwa65228;杜瓦;x
c_yecheng6525;叶城;x
b_yecheng65251;叶城;x
b_zonglang65252;宗朗;x
b_qipan65253;棋盘;x
b_baren65254;巴仁;x
b_tusheqi65255;吐舌其;x
b_xihexiu65256;西合休;x
b_sayibage65257;萨依巴格;x
b_jianggelesi65258;江格勒斯;x
c_bandier6526;班迪尔;x
b_tashenkuergan65261;塔什库尔干;x
b_taheman65262;塔合曼;x
b_bandier65263;班迪尔;x
b_waqia65264;瓦恰;x
b_tizinafu65265;提孜那甫;x
b_maeryang65266;马尔洋;x
b_dabudaer65267;达布达尔;x
b_bulunmusha65268;布伦木沙;x
d_shache653;莎车;x
c_shache6531;莎车;x
b_shache65311;莎车;x
b_yima65312;依玛;x
b_zepu65313;泽普;x
b_damusi65314;达木斯;x
b_saili65315;赛力;x
b_ailixihu65316;艾力西湖;x
b_xiannong65317;县农;x
b_qiareke65318;恰热克;x
c_aketao6532;阿克陶;x
b_aketao65321;阿克陶;x
b_setili65322;色提力;x
b_yingjisha65323;英吉沙;x
b_kezile65324;克孜勒;x
b_muji65325;木吉;x
b_kusilafu65326;库斯拉甫;x
b_taer65327;塔尔;x
b_keziletao65328;克孜勒陶;x
c_shule6533;疏勒;x
b_shule65331;疏勒;x
b_haohan65332;浩罕;x
b_kashen65333;喀什;x
b_shufu65334;疏附;x
b_tierimu65335;铁日木;x
b_alafu65336;阿拉甫;x
b_seman65337;色满;x
b_awati65338;阿瓦提;x
c_wuqia6534;乌恰;x
b_wuqia65341;乌恰;x
b_tuoyun65342;托云;x
b_tielieke65343;铁列克;x
b_kangsu65344;康苏;x
b_jigen65345;吉根;x
b_wulukeqiati65346;乌鲁克恰提;x
b_bositantielieke65327;波斯坦铁列克;x
b_wuheshalu65328;吾合沙鲁;x
c_ashentu6535;阿什图;x
b_atushen65351;阿图什;x
b_shangashentu65352;上阿图什;x
b_ahu65353;阿湖;x
b_halajun65354;哈拉峻;x
b_gedaliang65355;格达良;x
b_azhake65356;阿扎克;x
b_jiaerwutuoke65357;加尔乌托克;x
b_kuoshentuoruke65358;阔什托如克;x
c_jiashi6536;伽师;x
b_jiashi65361;伽师;x
b_jiangbazi65362;江巴孜;x
b_yuepuhu65363;岳普湖;x
b_aqike65364;阿其克;x
b_mixia65365;米夏;x
b_seyeke65366;色也克;x
b_yudaikelike65367;玉代克力克;x
b_ahonglukumu65368;阿洪鲁库木;x
d_gumo654;姑墨;x
c_tumushuke6541;图木舒克;x
b_tumushuke65411;图木舒克;x
b_xiahelinchang65412;夏河林场;x
b_bachu65413;巴楚;x
b_qiaerbage65414;恰尔巴格;x
b_xiamale65415;夏马勒;x
b_yuanyi65416;园艺;x
b_alageer65417;阿拉格尔;x
b_selibuya65418;色力布亚;x
c_maigaiti6542;麦盖提;x
b_maigaiti65421;麦盖提;x
b_yangtake65422;央塔克;x
b_kumukusaer65423;库木库萨尔;x
b_kezileawati65424;克孜勒阿瓦提;x
b_anggeteleke65425;昂格特勒克;x
b_kuerma65426;库尔马;x
b_tumantale65427;吐曼塔勒;x
b_huyanglinchang65428;胡杨林场;x
c_aheqi6543;阿合奇;x
b_aheqi65431;阿合奇;x
b_halaqi65432;哈拉奇;x
b_keping65433;柯坪;x
b_aqia65434;阿恰;x
b_sumutashen65435;苏木塔什;x
b_qilang65436;启浪;x
b_sepabayi65437;色帕巴依;x
b_yuerqi65438;玉尔其;x
c_wensu6544;温宿;x
b_wensu65441;温宿;x
b_jiamu65442;佳木;x
b_wushen65443;乌什;x
b_yimamu65444;依麻木;x
b_qiagelake65445;恰格拉克;x
b_yakeruike65446;亚科瑞克;x
b_jileawati65427;吉勒阿瓦提;x
b_aotebeixi65428;奥特贝希;x
c_akesu6545;阿克苏;x
b_akesu65451;阿克苏;x
b_tuopuluke65452;托普鲁克;x
b_awati65453;阿瓦提;x
b_alaer65454;阿拉尔;x
b_kumubashen65455;库木巴什;x
b_ayibage65456;阿依巴格;x
b_ayikule65457;阿依库勒;x
b_tuokayi65458;托喀依;x
d_qiuci655;龟兹;x
c_shaya6551;沙雅;x
b_shaya65511;沙雅;x
b_nuerbake65512;努尔巴克;x
b_hailou65513;海楼;x
b_yingmaili65514;英买力;x
b_gulebage65515;古勒巴格;x
b_hongqi65516;红旗;x
b_ermuchang65517;二牧场;x
b_tuoyibaoledi65518;托依堡勒迪;x
c_baicheng6552;拜城;x
b_baicheng65521;拜城;x
b_tuokexun65522;托克逊;x
b_xinhe65523;新和;x
b_weigan65524;渭干;x
b_bulong65525;布隆;x
b_yuqikate65526;玉奇喀特;x
b_sailimu65527;赛里木;x
b_sangtamu65528;桑塔木;x
c_kuche6553;库车;x
b_kuche65531;库车;x
b_age65532;阿格;x
b_talimu65533;塔里木;x
b_wuzun65534;乌尊;x
b_qiman65535;齐满;x
b_alahage65536;阿拉哈格;x
b_hanikatamu65537;哈尼卡塔木;x
b_bixibage65538;比西巴格;x
c_luntai6554;轮台;x
b_luntai65541;轮台;x
b_caohu65542;草湖;x
b_yangxia65543;阳霞;x
b_qunbake65544;群巴克;x
b_lunnan65545;轮南;x
b_yeyungou65546;野云沟;x
b_haerbake65527;哈尔巴克;x
b_taerlake65528;塔尔拉克;x
c_yanqi6555;焉耆;x
b_yanqi65551;焉耆;x
b_yongning65552;永宁;x
b_bohu65553;博湖;x
b_kuerle65554;库尔勒;x
b_benbutu65555;本布图;x
b_halayugong65556;哈拉玉宫;x
b_baoerhai65557;包尔海;x
b_bositeng65558;博斯腾;x
c_yuli6556;尉犁;x
b_yuli65561;尉犁;x
b_akesupu65562;阿克苏普;x
b_gulebage65563;古勒巴格;x
b_dunkuotan65564;墩阔坦;x
b_xinier65565;西尼尔;x
b_kujieke65566;库介克;x
b_nanhaizi65567;南海子;x
b_halahong65568;哈拉洪;x
d_cheshi656;车师;x
c_heshuo6561;和硕;x
b_heshuo65611;和硕;x
b_suhate65612;苏哈特;x
b_tahaqi65613;塔哈其;x
b_quhui65614;曲惠;x
b_wushentala65615;乌什塔拉;x
b_xintare65616;新塔热;x
b_qingshuihe65617;清水河;x
b_malan65618;马兰;x
c_tulufan6562;吐鲁番;x
b_tulufan65621;吐鲁番;x
b_aidinghu65622;艾丁湖;x
b_tuokexun65623;托克逊;x
b_shengjin65624;胜金;x
b_bositan65625;博斯坦;x
b_qiatehale65626;恰特哈勒;x
b_guolebuyi65627;郭勒布依;x
b_kumishen65628;库米什;x
c_wulumuqi6563;乌鲁木齐;x
b_wulumuqi65631;乌鲁木齐;x
b_tianshan65632;天山;x
b_shayibake65633;沙依巴克;x
b_shuimogou65634;水磨沟;x
b_toutunhe65635;头屯河;x
b_daban65636;达坂;x
b_midong65637;米东;x
b_xinshi65638;新市;x
d_pulei657;蒲类;x
c_shanshan6571;鄯善;x
b_shanshan65711;鄯善;x
b_qiketai65712;七克台;x
b_lukeqin65713;鲁克沁;x
b_dalangkan65714;达浪坎;x
b_lianmuqin65715;连木沁;x
b_baka65716;巴喀;x
b_tawu65717;塔乌;x
b_kumutage65718;库木塔格;x
c_hami6572;哈密;x
b_hami65721;哈密;x
b_xingxingxia65722;星星峡;x
b_wulatai65723;乌拉台;x
b_liushugou65724;柳树沟;x
b_xishan65725;西山;x
b_baishitou65726;白石头;x
b_yamansu65727;雅满苏;x
b_nanhu65728;南湖;x
c_yiwu6573;伊吾;x
b_yiwu65731;伊吾;x
b_yanchi65732;盐池;x
b_balikun65733;巴里坤;x
b_dahe65734;大河;x
b_qianshan65735;前山;x
b_kuisu65736;奎苏;x
b_weizixia65737;苇子峡;x
b_xiamaya65738;下马崖;x
c_qitai6574;奇台;x
b_qitai65741;奇台;x
b_xidi65742;西地;x
b_jimusaer65743;吉木萨尔;x
b_mulei65744;木垒;x
b_qingyanghu65745;庆阳湖;x
b_dashitou65746;大石头;x
b_kanerzi65727;坎尔孜;x
b_beiting65728;北庭;x
d_tianshan658;天山;x
c_hejing6581;和静;x
b_hejing65811;和静;x
b_baluntai65812;巴仑台;x
b_bayinguoleng65813;巴音郭楞;x
b_naimenmodun65814;乃门莫敦;x
b_keerguti65815;克尔古提;x
b_bayinwulu65816;巴音乌鲁;x
b_haermodun65817;哈尔莫墩;x
b_alagou65818;阿拉沟;x
c_huocheng6582;霍城;x
b_huocheng65821;霍城;x
b_xinyuan65822;新源;x
b_yili65823;伊犁;x
b_yining65824;伊宁;x
b_gongliu65825;巩留;x
b_zhaosu65826;昭苏;x
b_tekesi65827;特克斯;x
b_nileke65828;尼勒克;x
c_jinghe6583;精河;x
b_jinghe65831;精河;x
b_tuoli65832;托里;x
b_bole65833;博乐;x
b_wenquan65834;温泉;x
b_dalete65835;达勒特;x
b_xiaoyingpan65836;小营盘;x
b_angelige65837;安格里格;x
b_tuotuo65838;托托;x
c_wusu6584;乌苏;x
b_wusu65841;乌苏;x
b_dushanzi65842;独山子;x
b_kelamayi65843;克拉玛依;x
b_shihezi65844;石河子;x
b_shawan65845;沙湾;x
b_kuitun65846;奎屯;x
b_baijiantan65827;白碱滩;x
b_xidagou65828;西大沟;x
c_tacheng6585;塔城;x
b_tacheng65851;塔城;x
b_emin65852;额敏;x
